Altitude, He, N2, O2, Ar, Total, T
0, 1.3494e+14, 2.01082e+19, 5.39442e+18, 2.40524e+17, 0.00123715, 288.524
5, 1.34865e+14, 2.00969e+19, 5.39139e+18, 2.40389e+17, 0.00123646, 288.516
10, 1.34789e+14, 2.00856e+19, 5.38836e+18, 2.40254e+17, 0.00123576, 288.507
15, 1.34713e+14, 2.00743e+19, 5.38534e+18, 2.40119e+17, 0.00123507, 288.498
20, 1.34638e+14, 2.0063e+19, 5.38231e+18, 2.39984e+17, 0.00123437, 288.489
25, 1.34562e+14, 2.00518e+19, 5.37929e+18, 2.3985e+17, 0.00123368, 288.48
30, 1.34487e+14, 2.00405e+19, 5.37628e+18, 2.39715e+17, 0.00123299, 288.471
35, 1.34411e+14, 2.00293e+19, 5.37326e+18, 2.39581e+17, 0.0012323, 288.462
40, 1.34336e+14, 2.00181e+19, 5.37025e+18, 2.39446e+17, 0.00123161, 288.453
45, 1.34261e+14, 2.00069e+19, 5.36724e+18, 2.39312e+17, 0.00123092, 288.444
50, 1.34185e+14, 1.99957e+19, 5.36424e+18, 2.39178e+17, 0.00123023, 288.434
55, 1.3411e+14, 1.99845e+19, 5.36124e+18, 2.39044e+17, 0.00122954, 288.425
60, 1.34035e+14, 1.99733e+19, 5.35823e+18, 2.38911e+17, 0.00122885, 288.416
65, 1.3396e+14, 1.99621e+19, 5.35524e+18, 2.38777e+17, 0.00122817, 288.406
70, 1.33885e+14, 1.9951e+19, 5.35224e+18, 2.38643e+17, 0.00122748, 288.397
75, 1.3381e+14, 1.99398e+19, 5.34925e+18, 2.3851e+17, 0.00122679, 288.387
80, 1.33736e+14, 1.99287e+19, 5.34626e+18, 2.38377e+17, 0.00122611, 288.378
85, 1.33661e+14, 1.99175e+19, 5.34327e+18, 2.38243e+17, 0.00122542, 288.368
90, 1.33586e+14, 1.99064e+19, 5.34029e+18, 2.3811e+17, 0.00122474, 288.358
95, 1.33512e+14, 1.98953e+19, 5.33731e+18, 2.37977e+17, 0.00122405, 288.348
100, 1.33437e+14, 1.98842e+19, 5.33433e+18, 2.37845e+17, 0.00122337, 288.339
105, 1.33363e+14, 1.98731e+19, 5.33135e+18, 2.37712e+17, 0.00122269, 288.329
110, 1.33288e+14, 1.9862e+19, 5.32838e+18, 2.37579e+17, 0.001222, 288.319
115, 1.33214e+14, 1.98509e+19, 5.3254e+18, 2.37447e+17, 0.00122132, 288.309
120, 1.3314e+14, 1.98398e+19, 5.32244e+18, 2.37314e+17, 0.00122064, 288.299
125, 1.33065e+14, 1.98288e+19, 5.31947e+18, 2.37182e+17, 0.00121996, 288.289
130, 1.32991e+14, 1.98177e+19, 5.31651e+18, 2.3705e+17, 0.00121928, 288.278
135, 1.32917e+14, 1.98067e+19, 5.31355e+18, 2.36918e+17, 0.0012186, 288.268
140, 1.32843e+14, 1.97957e+19, 5.31059e+18, 2.36786e+17, 0.00121793, 288.258
145, 1.32769e+14, 1.97847e+19, 5.30763e+18, 2.36654e+17, 0.00121725, 288.247
150, 1.32695e+14, 1.97737e+19, 5.30468e+18, 2.36523e+17, 0.00121657, 288.237
155, 1.32622e+14, 1.97627e+19, 5.30173e+18, 2.36391e+17, 0.00121589, 288.227
160, 1.32548e+14, 1.97517e+19, 5.29878e+18, 2.3626e+17, 0.00121522, 288.216
165, 1.32474e+14, 1.97407e+19, 5.29584e+18, 2.36128e+17, 0.00121454, 288.205
170, 1.32401e+14, 1.97297e+19, 5.29289e+18, 2.35997e+17, 0.00121387, 288.195
175, 1.32327e+14, 1.97188e+19, 5.28995e+18, 2.35866e+17, 0.00121319, 288.184
180, 1.32254e+14, 1.97078e+19, 5.28702e+18, 2.35735e+17, 0.00121252, 288.173
185, 1.3218e+14, 1.96969e+19, 5.28408e+18, 2.35604e+17, 0.00121185, 288.163
190, 1.32107e+14, 1.96859e+19, 5.28115e+18, 2.35473e+17, 0.00121117, 288.152
195, 1.32034e+14, 1.9675e+19, 5.27822e+18, 2.35343e+17, 0.0012105, 288.141
200, 1.3196e+14, 1.96641e+19, 5.27529e+18, 2.35212e+17, 0.00120983, 288.13
205, 1.31887e+14, 1.96532e+19, 5.27237e+18, 2.35082e+17, 0.00120916, 288.119
210, 1.31814e+14, 1.96423e+19, 5.26945e+18, 2.34952e+17, 0.00120849, 288.108
215, 1.31741e+14, 1.96314e+19, 5.26653e+18, 2.34821e+17, 0.00120782, 288.096
220, 1.31668e+14, 1.96206e+19, 5.26361e+18, 2.34691e+17, 0.00120715, 288.085
225, 1.31595e+14, 1.96097e+19, 5.26069e+18, 2.34561e+17, 0.00120648, 288.074
230, 1.31522e+14, 1.95988e+19, 5.25778e+18, 2.34432e+17, 0.00120581, 288.063
235, 1.3145e+14, 1.9588e+19, 5.25487e+18, 2.34302e+17, 0.00120515, 288.051
240, 1.31377e+14, 1.95772e+19, 5.25197e+18, 2.34172e+17, 0.00120448, 288.04
245, 1.31304e+14, 1.95663e+19, 5.24906e+18, 2.34043e+17, 0.00120382, 288.028
250, 1.31232e+14, 1.95555e+19, 5.24616e+18, 2.33913e+17, 0.00120315, 288.017
255, 1.31159e+14, 1.95447e+19, 5.24326e+18, 2.33784e+17, 0.00120248, 288.005
260, 1.31087e+14, 1.95339e+19, 5.24036e+18, 2.33655e+17, 0.00120182, 287.993
265, 1.31014e+14, 1.95231e+19, 5.23747e+18, 2.33526e+17, 0.00120116, 287.982
270, 1.30942e+14, 1.95124e+19, 5.23458e+18, 2.33397e+17, 0.00120049, 287.97
275, 1.3087e+14, 1.95016e+19, 5.23169e+18, 2.33268e+17, 0.00119983, 287.958
280, 1.30797e+14, 1.94908e+19, 5.2288e+18, 2.33139e+17, 0.00119917, 287.946
285, 1.30725e+14, 1.94801e+19, 5.22592e+18, 2.33011e+17, 0.00119851, 287.934
290, 1.30653e+14, 1.94693e+19, 5.22304e+18, 2.32882e+17, 0.00119785, 287.922
295, 1.30581e+14, 1.94586e+19, 5.22016e+18, 2.32754e+17, 0.00119719, 287.91
300, 1.30509e+14, 1.94479e+19, 5.21728e+18, 2.32626e+17, 0.00119653, 287.898
305, 1.30437e+14, 1.94372e+19, 5.21441e+18, 2.32498e+17, 0.00119587, 287.886
310, 1.30366e+14, 1.94265e+19, 5.21154e+18, 2.3237e+17, 0.00119521, 287.874
315, 1.30294e+14, 1.94158e+19, 5.20867e+18, 2.32242e+17, 0.00119455, 287.861
320, 1.30222e+14, 1.94051e+19, 5.2058e+18, 2.32114e+17, 0.00119389, 287.849
325, 1.3015e+14, 1.93944e+19, 5.20293e+18, 2.31986e+17, 0.00119324, 287.837
330, 1.30079e+14, 1.93837e+19, 5.20007e+18, 2.31858e+17, 0.00119258, 287.824
335, 1.30007e+14, 1.93731e+19, 5.19721e+18, 2.31731e+17, 0.00119192, 287.812
340, 1.29936e+14, 1.93624e+19, 5.19436e+18, 2.31604e+17, 0.00119127, 287.799
345, 1.29864e+14, 1.93518e+19, 5.1915e+18, 2.31476e+17, 0.00119061, 287.786
350, 1.29793e+14, 1.93411e+19, 5.18865e+18, 2.31349e+17, 0.00118996, 287.774
355, 1.29722e+14, 1.93305e+19, 5.1858e+18, 2.31222e+17, 0.00118931, 287.761
360, 1.29651e+14, 1.93199e+19, 5.18295e+18, 2.31095e+17, 0.00118865, 287.748
365, 1.29579e+14, 1.93093e+19, 5.18011e+18, 2.30968e+17, 0.001188, 287.735
370, 1.29508e+14, 1.92987e+19, 5.17727e+18, 2.30842e+17, 0.00118735, 287.722
375, 1.29437e+14, 1.92881e+19, 5.17443e+18, 2.30715e+17, 0.0011867, 287.71
380, 1.29366e+14, 1.92776e+19, 5.17159e+18, 2.30588e+17, 0.00118605, 287.697
385, 1.29295e+14, 1.9267e+19, 5.16875e+18, 2.30462e+17, 0.0011854, 287.683
390, 1.29224e+14, 1.92564e+19, 5.16592e+18, 2.30336e+17, 0.00118475, 287.67
395, 1.29154e+14, 1.92459e+19, 5.16309e+18, 2.3021e+17, 0.0011841, 287.657
400, 1.29083e+14, 1.92353e+19, 5.16026e+18, 2.30083e+17, 0.00118345, 287.644
405, 1.29012e+14, 1.92248e+19, 5.15744e+18, 2.29957e+17, 0.0011828, 287.631
410, 1.28942e+14, 1.92143e+19, 5.15461e+18, 2.29832e+17, 0.00118215, 287.617
415, 1.28871e+14, 1.92038e+19, 5.15179e+18, 2.29706e+17, 0.00118151, 287.604
420, 1.28801e+14, 1.91933e+19, 5.14898e+18, 2.2958e+17, 0.00118086, 287.59
425, 1.2873e+14, 1.91828e+19, 5.14616e+18, 2.29455e+17, 0.00118022, 287.577
430, 1.2866e+14, 1.91723e+19, 5.14335e+18, 2.29329e+17, 0.00117957, 287.563
435, 1.28589e+14, 1.91618e+19, 5.14053e+18, 2.29204e+17, 0.00117893, 287.55
440, 1.28519e+14, 1.91513e+19, 5.13773e+18, 2.29079e+17, 0.00117828, 287.536
445, 1.28449e+14, 1.91409e+19, 5.13492e+18, 2.28953e+17, 0.00117764, 287.522
450, 1.28379e+14, 1.91304e+19, 5.13212e+18, 2.28828e+17, 0.00117699, 287.509
455, 1.28309e+14, 1.912e+19, 5.12931e+18, 2.28703e+17, 0.00117635, 287.495
460, 1.28239e+14, 1.91095e+19, 5.12651e+18, 2.28579e+17, 0.00117571, 287.481
465, 1.28169e+14, 1.90991e+19, 5.12372e+18, 2.28454e+17, 0.00117507, 287.467
470, 1.28099e+14, 1.90887e+19, 5.12092e+18, 2.28329e+17, 0.00117443, 287.453
475, 1.28029e+14, 1.90783e+19, 5.11813e+18, 2.28205e+17, 0.00117379, 287.439
480, 1.27959e+14, 1.90679e+19, 5.11534e+18, 2.2808e+17, 0.00117315, 287.425
485, 1.27889e+14, 1.90575e+19, 5.11255e+18, 2.27956e+17, 0.00117251, 287.411
490, 1.2782e+14, 1.90471e+19, 5.10977e+18, 2.27832e+17, 0.00117187, 287.397
495, 1.2775e+14, 1.90367e+19, 5.10699e+18, 2.27708e+17, 0.00117123, 287.382
500, 1.27681e+14, 1.90264e+19, 5.1042e+18, 2.27584e+17, 0.00117059, 287.368
505, 1.27611e+14, 1.9016e+19, 5.10143e+18, 2.2746e+17, 0.00116996, 287.354
510, 1.27542e+14, 1.90057e+19, 5.09865e+18, 2.27336e+17, 0.00116932, 287.339
515, 1.27472e+14, 1.89953e+19, 5.09588e+18, 2.27213e+17, 0.00116868, 287.325
520, 1.27403e+14, 1.8985e+19, 5.09311e+18, 2.27089e+17, 0.00116805, 287.31
525, 1.27334e+14, 1.89747e+19, 5.09034e+18, 2.26966e+17, 0.00116741, 287.296
530, 1.27265e+14, 1.89644e+19, 5.08757e+18, 2.26842e+17, 0.00116678, 287.281
535, 1.27195e+14, 1.89541e+19, 5.08481e+18, 2.26719e+17, 0.00116614, 287.266
540, 1.27126e+14, 1.89438e+19, 5.08204e+18, 2.26596e+17, 0.00116551, 287.252
545, 1.27057e+14, 1.89335e+19, 5.07928e+18, 2.26473e+17, 0.00116488, 287.237
550, 1.26988e+14, 1.89232e+19, 5.07653e+18, 2.2635e+17, 0.00116425, 287.222
555, 1.26919e+14, 1.89129e+19, 5.07377e+18, 2.26227e+17, 0.00116361, 287.207
560, 1.26851e+14, 1.89027e+19, 5.07102e+18, 2.26104e+17, 0.00116298, 287.192
565, 1.26782e+14, 1.88924e+19, 5.06827e+18, 2.25982e+17, 0.00116235, 287.177
570, 1.26713e+14, 1.88822e+19, 5.06552e+18, 2.25859e+17, 0.00116172, 287.162
575, 1.26644e+14, 1.88719e+19, 5.06277e+18, 2.25737e+17, 0.00116109, 287.147
580, 1.26576e+14, 1.88617e+19, 5.06003e+18, 2.25614e+17, 0.00116046, 287.132
585, 1.26507e+14, 1.88515e+19, 5.05729e+18, 2.25492e+17, 0.00115983, 287.117
590, 1.26439e+14, 1.88413e+19, 5.05455e+18, 2.2537e+17, 0.00115921, 287.102
595, 1.2637e+14, 1.88311e+19, 5.05181e+18, 2.25248e+17, 0.00115858, 287.086
600, 1.26302e+14, 1.88209e+19, 5.04908e+18, 2.25126e+17, 0.00115795, 287.071
605, 1.26233e+14, 1.88107e+19, 5.04634e+18, 2.25004e+17, 0.00115732, 287.055
610, 1.26165e+14, 1.88005e+19, 5.04361e+18, 2.24882e+17, 0.0011567, 287.04
615, 1.26097e+14, 1.87903e+19, 5.04089e+18, 2.24761e+17, 0.00115607, 287.024
620, 1.26029e+14, 1.87802e+19, 5.03816e+18, 2.24639e+17, 0.00115545, 287.009
625, 1.2596e+14, 1.877e+19, 5.03544e+18, 2.24518e+17, 0.00115482, 286.993
630, 1.25892e+14, 1.87599e+19, 5.03272e+18, 2.24396e+17, 0.0011542, 286.978
635, 1.25824e+14, 1.87498e+19, 5.03e+18, 2.24275e+17, 0.00115357, 286.962
640, 1.25756e+14, 1.87396e+19, 5.02728e+18, 2.24154e+17, 0.00115295, 286.946
645, 1.25689e+14, 1.87295e+19, 5.02457e+18, 2.24033e+17, 0.00115233, 286.93
650, 1.25621e+14, 1.87194e+19, 5.02185e+18, 2.23912e+17, 0.00115171, 286.914
655, 1.25553e+14, 1.87093e+19, 5.01914e+18, 2.23791e+17, 0.00115109, 286.898
660, 1.25485e+14, 1.86992e+19, 5.01644e+18, 2.23671e+17, 0.00115046, 286.883
665, 1.25417e+14, 1.86891e+19, 5.01373e+18, 2.2355e+17, 0.00114984, 286.866
670, 1.2535e+14, 1.8679e+19, 5.01103e+18, 2.23429e+17, 0.00114922, 286.85
675, 1.25282e+14, 1.8669e+19, 5.00833e+18, 2.23309e+17, 0.0011486, 286.834
680, 1.25215e+14, 1.86589e+19, 5.00563e+18, 2.23189e+17, 0.00114799, 286.818
685, 1.25147e+14, 1.86489e+19, 5.00293e+18, 2.23068e+17, 0.00114737, 286.802
690, 1.2508e+14, 1.86388e+19, 5.00023e+18, 2.22948e+17, 0.00114675, 286.786
695, 1.25013e+14, 1.86288e+19, 4.99754e+18, 2.22828e+17, 0.00114613, 286.769
700, 1.24945e+14, 1.86187e+19, 4.99485e+18, 2.22708e+17, 0.00114551, 286.753
705, 1.24878e+14, 1.86087e+19, 4.99216e+18, 2.22588e+17, 0.0011449, 286.736
710, 1.24811e+14, 1.85987e+19, 4.98948e+18, 2.22469e+17, 0.00114428, 286.72
715, 1.24744e+14, 1.85887e+19, 4.98679e+18, 2.22349e+17, 0.00114367, 286.703
720, 1.24677e+14, 1.85787e+19, 4.98411e+18, 2.22229e+17, 0.00114305, 286.687
725, 1.2461e+14, 1.85687e+19, 4.98143e+18, 2.2211e+17, 0.00114244, 286.67
730, 1.24543e+14, 1.85587e+19, 4.97876e+18, 2.2199e+17, 0.00114182, 286.653
735, 1.24476e+14, 1.85488e+19, 4.97608e+18, 2.21871e+17, 0.00114121, 286.637
740, 1.24409e+14, 1.85388e+19, 4.97341e+18, 2.21752e+17, 0.0011406, 286.62
745, 1.24342e+14, 1.85289e+19, 4.97074e+18, 2.21633e+17, 0.00113998, 286.603
750, 1.24275e+14, 1.85189e+19, 4.96807e+18, 2.21514e+17, 0.00113937, 286.586
755, 1.24209e+14, 1.8509e+19, 4.9654e+18, 2.21395e+17, 0.00113876, 286.569
760, 1.24142e+14, 1.8499e+19, 4.96274e+18, 2.21276e+17, 0.00113815, 286.552
765, 1.24075e+14, 1.84891e+19, 4.96007e+18, 2.21158e+17, 0.00113754, 286.535
770, 1.24009e+14, 1.84792e+19, 4.95741e+18, 2.21039e+17, 0.00113693, 286.518
775, 1.23942e+14, 1.84693e+19, 4.95476e+18, 2.2092e+17, 0.00113632, 286.501
780, 1.23876e+14, 1.84594e+19, 4.9521e+18, 2.20802e+17, 0.00113571, 286.484
785, 1.23809e+14, 1.84495e+19, 4.94945e+18, 2.20684e+17, 0.0011351, 286.467
790, 1.23743e+14, 1.84396e+19, 4.9468e+18, 2.20565e+17, 0.00113449, 286.449
795, 1.23677e+14, 1.84297e+19, 4.94415e+18, 2.20447e+17, 0.00113389, 286.432
800, 1.23611e+14, 1.84199e+19, 4.9415e+18, 2.20329e+17, 0.00113328, 286.415
805, 1.23544e+14, 1.841e+19, 4.93885e+18, 2.20211e+17, 0.00113267, 286.397
810, 1.23478e+14, 1.84002e+19, 4.93621e+18, 2.20093e+17, 0.00113207, 286.38
815, 1.23412e+14, 1.83903e+19, 4.93357e+18, 2.19976e+17, 0.00113146, 286.362
820, 1.23346e+14, 1.83805e+19, 4.93093e+18, 2.19858e+17, 0.00113085, 286.344
825, 1.2328e+14, 1.83706e+19, 4.92829e+18, 2.19741e+17, 0.00113025, 286.327
830, 1.23214e+14, 1.83608e+19, 4.92566e+18, 2.19623e+17, 0.00112965, 286.309
835, 1.23149e+14, 1.8351e+19, 4.92303e+18, 2.19506e+17, 0.00112904, 286.291
840, 1.23083e+14, 1.83412e+19, 4.9204e+18, 2.19388e+17, 0.00112844, 286.274
845, 1.23017e+14, 1.83314e+19, 4.91777e+18, 2.19271e+17, 0.00112784, 286.256
850, 1.22951e+14, 1.83216e+19, 4.91514e+18, 2.19154e+17, 0.00112723, 286.238
855, 1.22886e+14, 1.83118e+19, 4.91252e+18, 2.19037e+17, 0.00112663, 286.22
860, 1.2282e+14, 1.83021e+19, 4.90989e+18, 2.1892e+17, 0.00112603, 286.202
865, 1.22754e+14, 1.82923e+19, 4.90727e+18, 2.18803e+17, 0.00112543, 286.184
870, 1.22689e+14, 1.82825e+19, 4.90466e+18, 2.18687e+17, 0.00112483, 286.166
875, 1.22624e+14, 1.82728e+19, 4.90204e+18, 2.1857e+17, 0.00112423, 286.148
880, 1.22558e+14, 1.8263e+19, 4.89943e+18, 2.18453e+17, 0.00112363, 286.13
885, 1.22493e+14, 1.82533e+19, 4.89681e+18, 2.18337e+17, 0.00112303, 286.111
890, 1.22428e+14, 1.82436e+19, 4.8942e+18, 2.18221e+17, 0.00112243, 286.093
895, 1.22362e+14, 1.82339e+19, 4.8916e+18, 2.18104e+17, 0.00112183, 286.075
900, 1.22297e+14, 1.82241e+19, 4.88899e+18, 2.17988e+17, 0.00112124, 286.056
905, 1.22232e+14, 1.82144e+19, 4.88639e+18, 2.17872e+17, 0.00112064, 286.038
910, 1.22167e+14, 1.82047e+19, 4.88379e+18, 2.17756e+17, 0.00112004, 286.02
915, 1.22102e+14, 1.81951e+19, 4.88119e+18, 2.1764e+17, 0.00111945, 286.001
920, 1.22037e+14, 1.81854e+19, 4.87859e+18, 2.17524e+17, 0.00111885, 285.983
925, 1.21972e+14, 1.81757e+19, 4.87599e+18, 2.17409e+17, 0.00111826, 285.964
930, 1.21907e+14, 1.8166e+19, 4.8734e+18, 2.17293e+17, 0.00111766, 285.945
935, 1.21842e+14, 1.81564e+19, 4.87081e+18, 2.17177e+17, 0.00111707, 285.927
940, 1.21778e+14, 1.81467e+19, 4.86822e+18, 2.17062e+17, 0.00111647, 285.908
945, 1.21713e+14, 1.81371e+19, 4.86563e+18, 2.16947e+17, 0.00111588, 285.889
950, 1.21648e+14, 1.81274e+19, 4.86305e+18, 2.16831e+17, 0.00111529, 285.87
955, 1.21584e+14, 1.81178e+19, 4.86046e+18, 2.16716e+17, 0.00111469, 285.851
960, 1.21519e+14, 1.81082e+19, 4.85788e+18, 2.16601e+17, 0.0011141, 285.832
965, 1.21454e+14, 1.80986e+19, 4.8553e+18, 2.16486e+17, 0.00111351, 285.813
970, 1.2139e+14, 1.8089e+19, 4.85273e+18, 2.16371e+17, 0.00111292, 285.794
975, 1.21326e+14, 1.80794e+19, 4.85015e+18, 2.16256e+17, 0.00111233, 285.775
980, 1.21261e+14, 1.80698e+19, 4.84758e+18, 2.16142e+17, 0.00111174, 285.756
985, 1.21197e+14, 1.80602e+19, 4.84501e+18, 2.16027e+17, 0.00111115, 285.737
990, 1.21133e+14, 1.80506e+19, 4.84244e+18, 2.15912e+17, 0.00111056, 285.718
995, 1.21068e+14, 1.8041e+19, 4.83987e+18, 2.15798e+17, 0.00110997, 285.698
1000, 1.21004e+14, 1.80315e+19, 4.8373e+18, 2.15683e+17, 0.00110938, 285.679
1005, 1.2094e+14, 1.80219e+19, 4.83474e+18, 2.15569e+17, 0.00110879, 285.66
1010, 1.20876e+14, 1.80124e+19, 4.83218e+18, 2.15455e+17, 0.00110821, 285.64
1015, 1.20812e+14, 1.80028e+19, 4.82962e+18, 2.15341e+17, 0.00110762, 285.621
1020, 1.20748e+14, 1.79933e+19, 4.82706e+18, 2.15227e+17, 0.00110703, 285.601
1025, 1.20684e+14, 1.79838e+19, 4.82451e+18, 2.15113e+17, 0.00110645, 285.582
1030, 1.2062e+14, 1.79743e+19, 4.82195e+18, 2.14999e+17, 0.00110586, 285.562
1035, 1.20556e+14, 1.79647e+19, 4.8194e+18, 2.14885e+17, 0.00110528, 285.543
1040, 1.20493e+14, 1.79552e+19, 4.81685e+18, 2.14772e+17, 0.00110469, 285.523
1045, 1.20429e+14, 1.79457e+19, 4.8143e+18, 2.14658e+17, 0.00110411, 285.503
1050, 1.20365e+14, 1.79363e+19, 4.81176e+18, 2.14544e+17, 0.00110352, 285.483
1055, 1.20302e+14, 1.79268e+19, 4.80921e+18, 2.14431e+17, 0.00110294, 285.464
1060, 1.20238e+14, 1.79173e+19, 4.80667e+18, 2.14318e+17, 0.00110236, 285.444
1065, 1.20174e+14, 1.79078e+19, 4.80413e+18, 2.14204e+17, 0.00110178, 285.424
1070, 1.20111e+14, 1.78984e+19, 4.80159e+18, 2.14091e+17, 0.00110119, 285.404
1075, 1.20047e+14, 1.78889e+19, 4.79906e+18, 2.13978e+17, 0.00110061, 285.384
1080, 1.19984e+14, 1.78795e+19, 4.79652e+18, 2.13865e+17, 0.00110003, 285.364
1085, 1.19921e+14, 1.787e+19, 4.79399e+18, 2.13752e+17, 0.00109945, 285.344
1090, 1.19857e+14, 1.78606e+19, 4.79146e+18, 2.1364e+17, 0.00109887, 285.324
1095, 1.19794e+14, 1.78512e+19, 4.78893e+18, 2.13527e+17, 0.00109829, 285.303
1100, 1.19731e+14, 1.78418e+19, 4.78641e+18, 2.13414e+17, 0.00109771, 285.283
1105, 1.19668e+14, 1.78323e+19, 4.78388e+18, 2.13302e+17, 0.00109713, 285.263
1110, 1.19605e+14, 1.78229e+19, 4.78136e+18, 2.13189e+17, 0.00109655, 285.242
1115, 1.19542e+14, 1.78135e+19, 4.77884e+18, 2.13077e+17, 0.00109597, 285.222
1120, 1.19479e+14, 1.78042e+19, 4.77632e+18, 2.12964e+17, 0.0010954, 285.202
1125, 1.19416e+14, 1.77948e+19, 4.77381e+18, 2.12852e+17, 0.00109482, 285.181
1130, 1.19353e+14, 1.77854e+19, 4.77129e+18, 2.1274e+17, 0.00109424, 285.161
1135, 1.1929e+14, 1.7776e+19, 4.76878e+18, 2.12628e+17, 0.00109367, 285.14
1140, 1.19227e+14, 1.77667e+19, 4.76627e+18, 2.12516e+17, 0.00109309, 285.12
1145, 1.19164e+14, 1.77573e+19, 4.76376e+18, 2.12404e+17, 0.00109252, 285.099
1150, 1.19102e+14, 1.7748e+19, 4.76125e+18, 2.12292e+17, 0.00109194, 285.078
1155, 1.19039e+14, 1.77386e+19, 4.75874e+18, 2.12181e+17, 0.00109137, 285.057
1160, 1.18976e+14, 1.77293e+19, 4.75624e+18, 2.12069e+17, 0.00109079, 285.037
1165, 1.18914e+14, 1.772e+19, 4.75374e+18, 2.11958e+17, 0.00109022, 285.016
1170, 1.18851e+14, 1.77107e+19, 4.75124e+18, 2.11846e+17, 0.00108964, 284.995
1175, 1.18789e+14, 1.77014e+19, 4.74874e+18, 2.11735e+17, 0.00108907, 284.974
1180, 1.18726e+14, 1.7692e+19, 4.74625e+18, 2.11623e+17, 0.0010885, 284.953
1185, 1.18664e+14, 1.76828e+19, 4.74375e+18, 2.11512e+17, 0.00108793, 284.932
1190, 1.18602e+14, 1.76735e+19, 4.74126e+18, 2.11401e+17, 0.00108736, 284.911
1195, 1.18539e+14, 1.76642e+19, 4.73877e+18, 2.1129e+17, 0.00108678, 284.89
1200, 1.18477e+14, 1.76549e+19, 4.73628e+18, 2.11179e+17, 0.00108621, 284.869
1205, 1.18415e+14, 1.76456e+19, 4.73379e+18, 2.11068e+17, 0.00108564, 284.848
1210, 1.18353e+14, 1.76364e+19, 4.73131e+18, 2.10957e+17, 0.00108507, 284.826
1215, 1.18291e+14, 1.76271e+19, 4.72883e+18, 2.10847e+17, 0.0010845, 284.805
1220, 1.18229e+14, 1.76179e+19, 4.72635e+18, 2.10736e+17, 0.00108394, 284.784
1225, 1.18167e+14, 1.76086e+19, 4.72387e+18, 2.10626e+17, 0.00108337, 284.763
1230, 1.18105e+14, 1.75994e+19, 4.72139e+18, 2.10515e+17, 0.0010828, 284.741
1235, 1.18043e+14, 1.75902e+19, 4.71891e+18, 2.10405e+17, 0.00108223, 284.72
1240, 1.17981e+14, 1.75809e+19, 4.71644e+18, 2.10294e+17, 0.00108166, 284.698
1245, 1.17919e+14, 1.75717e+19, 4.71397e+18, 2.10184e+17, 0.0010811, 284.677
1250, 1.17857e+14, 1.75625e+19, 4.7115e+18, 2.10074e+17, 0.00108053, 284.655
1255, 1.17795e+14, 1.75533e+19, 4.70903e+18, 2.09964e+17, 0.00107996, 284.633
1260, 1.17734e+14, 1.75441e+19, 4.70656e+18, 2.09854e+17, 0.0010794, 284.612
1265, 1.17672e+14, 1.75349e+19, 4.7041e+18, 2.09744e+17, 0.00107883, 284.59
1270, 1.1761e+14, 1.75258e+19, 4.70164e+18, 2.09634e+17, 0.00107827, 284.568
1275, 1.17549e+14, 1.75166e+19, 4.69918e+18, 2.09525e+17, 0.0010777, 284.547
1280, 1.17487e+14, 1.75074e+19, 4.69672e+18, 2.09415e+17, 0.00107714, 284.525
1285, 1.17426e+14, 1.74983e+19, 4.69426e+18, 2.09305e+17, 0.00107658, 284.503
1290, 1.17365e+14, 1.74891e+19, 4.6918e+18, 2.09196e+17, 0.00107601, 284.481
1295, 1.17303e+14, 1.748e+19, 4.68935e+18, 2.09087e+17, 0.00107545, 284.459
1300, 1.17242e+14, 1.74708e+19, 4.6869e+18, 2.08977e+17, 0.00107489, 284.437
1305, 1.17181e+14, 1.74617e+19, 4.68445e+18, 2.08868e+17, 0.00107433, 284.415
1310, 1.17119e+14, 1.74526e+19, 4.682e+18, 2.08759e+17, 0.00107377, 284.393
1315, 1.17058e+14, 1.74434e+19, 4.67955e+18, 2.0865e+17, 0.0010732, 284.371
1320, 1.16997e+14, 1.74343e+19, 4.67711e+18, 2.08541e+17, 0.00107264, 284.349
1325, 1.16936e+14, 1.74252e+19, 4.67467e+18, 2.08432e+17, 0.00107208, 284.326
1330, 1.16875e+14, 1.74161e+19, 4.67222e+18, 2.08323e+17, 0.00107152, 284.304
1335, 1.16814e+14, 1.7407e+19, 4.66979e+18, 2.08214e+17, 0.00107096, 284.282
1340, 1.16753e+14, 1.73979e+19, 4.66735e+18, 2.08106e+17, 0.00107041, 284.259
1345, 1.16692e+14, 1.73889e+19, 4.66491e+18, 2.07997e+17, 0.00106985, 284.237
1350, 1.16631e+14, 1.73798e+19, 4.66248e+18, 2.07888e+17, 0.00106929, 284.215
1355, 1.1657e+14, 1.73707e+19, 4.66005e+18, 2.0778e+17, 0.00106873, 284.192
1360, 1.16509e+14, 1.73617e+19, 4.65762e+18, 2.07672e+17, 0.00106817, 284.17
1365, 1.16449e+14, 1.73526e+19, 4.65519e+18, 2.07563e+17, 0.00106762, 284.147
1370, 1.16388e+14, 1.73436e+19, 4.65276e+18, 2.07455e+17, 0.00106706, 284.124
1375, 1.16327e+14, 1.73345e+19, 4.65034e+18, 2.07347e+17, 0.0010665, 284.102
1380, 1.16267e+14, 1.73255e+19, 4.64791e+18, 2.07239e+17, 0.00106595, 284.079
1385, 1.16206e+14, 1.73165e+19, 4.64549e+18, 2.07131e+17, 0.00106539, 284.056
