Altitude, He, N2, O2, Ar, Total, T
37260, 7.27421e+11, 1.08397e+17, 2.90796e+16, 1.29659e+15, 6.66909e-06, 257.931
37265, 7.26909e+11, 1.08321e+17, 2.90591e+16, 1.29568e+15, 6.6644e-06, 257.944
37270, 7.26397e+11, 1.08244e+17, 2.90387e+16, 1.29476e+15, 6.6597e-06, 257.957
37275, 7.25885e+11, 1.08168e+17, 2.90182e+16, 1.29385e+15, 6.65501e-06, 257.97
37280, 7.25374e+11, 1.08092e+17, 2.89978e+16, 1.29294e+15, 6.65033e-06, 257.983
37285, 7.24863e+11, 1.08016e+17, 2.89774e+16, 1.29203e+15, 6.64565e-06, 257.996
37290, 7.24353e+11, 1.0794e+17, 2.8957e+16, 1.29112e+15, 6.64097e-06, 258.009
37295, 7.23843e+11, 1.07864e+17, 2.89366e+16, 1.29021e+15, 6.63629e-06, 258.022
37300, 7.23334e+11, 1.07788e+17, 2.89162e+16, 1.2893e+15, 6.63162e-06, 258.034
37305, 7.22825e+11, 1.07712e+17, 2.88959e+16, 1.2884e+15, 6.62695e-06, 258.047
37310, 7.22316e+11, 1.07636e+17, 2.88755e+16, 1.28749e+15, 6.62229e-06, 258.06
37315, 7.21808e+11, 1.0756e+17, 2.88552e+16, 1.28658e+15, 6.61763e-06, 258.073
37320, 7.213e+11, 1.07485e+17, 2.88349e+16, 1.28568e+15, 6.61297e-06, 258.086
37325, 7.20792e+11, 1.07409e+17, 2.88146e+16, 1.28477e+15, 6.60832e-06, 258.098
37330, 7.20285e+11, 1.07333e+17, 2.87944e+16, 1.28387e+15, 6.60367e-06, 258.111
37335, 7.19778e+11, 1.07258e+17, 2.87741e+16, 1.28297e+15, 6.59902e-06, 258.124
37340, 7.19272e+11, 1.07183e+17, 2.87539e+16, 1.28206e+15, 6.59438e-06, 258.137
37345, 7.18766e+11, 1.07107e+17, 2.87336e+16, 1.28116e+15, 6.58974e-06, 258.15
37350, 7.1826e+11, 1.07032e+17, 2.87134e+16, 1.28026e+15, 6.58511e-06, 258.162
37355, 7.17755e+11, 1.06957e+17, 2.86932e+16, 1.27936e+15, 6.58048e-06, 258.175
37360, 7.1725e+11, 1.06881e+17, 2.8673e+16, 1.27846e+15, 6.57585e-06, 258.188
37365, 7.16746e+11, 1.06806e+17, 2.86529e+16, 1.27756e+15, 6.57122e-06, 258.201
37370, 7.16242e+11, 1.06731e+17, 2.86327e+16, 1.27666e+15, 6.5666e-06, 258.214
37375, 7.15738e+11, 1.06656e+17, 2.86126e+16, 1.27577e+15, 6.56199e-06, 258.226
37380, 7.15235e+11, 1.06581e+17, 2.85925e+16, 1.27487e+15, 6.55737e-06, 258.239
37385, 7.14732e+11, 1.06506e+17, 2.85724e+16, 1.27397e+15, 6.55276e-06, 258.252
37390, 7.1423e+11, 1.06431e+17, 2.85523e+16, 1.27308e+15, 6.54816e-06, 258.265
37395, 7.13728e+11, 1.06356e+17, 2.85322e+16, 1.27218e+15, 6.54356e-06, 258.277
37400, 7.13226e+11, 1.06282e+17, 2.85122e+16, 1.27129e+15, 6.53896e-06, 258.29
37405, 7.12725e+11, 1.06207e+17, 2.84921e+16, 1.27039e+15, 6.53436e-06, 258.303
37410, 7.12224e+11, 1.06132e+17, 2.84721e+16, 1.2695e+15, 6.52977e-06, 258.316
37415, 7.11724e+11, 1.06058e+17, 2.84521e+16, 1.26861e+15, 6.52518e-06, 258.328
37420, 7.11224e+11, 1.05983e+17, 2.84321e+16, 1.26772e+15, 6.5206e-06, 258.341
37425, 7.10724e+11, 1.05909e+17, 2.84121e+16, 1.26683e+15, 6.51601e-06, 258.354
37430, 7.10225e+11, 1.05834e+17, 2.83922e+16, 1.26594e+15, 6.51144e-06, 258.367
37435, 7.09726e+11, 1.0576e+17, 2.83722e+16, 1.26505e+15, 6.50686e-06, 258.379
37440, 7.09227e+11, 1.05686e+17, 2.83523e+16, 1.26416e+15, 6.50229e-06, 258.392
37445, 7.08729e+11, 1.05612e+17, 2.83324e+16, 1.26327e+15, 6.49773e-06, 258.405
37450, 7.08232e+11, 1.05537e+17, 2.83125e+16, 1.26238e+15, 6.49316e-06, 258.417
37455, 7.07734e+11, 1.05463e+17, 2.82926e+16, 1.2615e+15, 6.4886e-06, 258.43
37460, 7.07237e+11, 1.05389e+17, 2.82728e+16, 1.26061e+15, 6.48405e-06, 258.443
37465, 7.06741e+11, 1.05315e+17, 2.82529e+16, 1.25973e+15, 6.47949e-06, 258.455
37470, 7.06245e+11, 1.05241e+17, 2.82331e+16, 1.25884e+15, 6.47495e-06, 258.468
37475, 7.05749e+11, 1.05167e+17, 2.82132e+16, 1.25796e+15, 6.4704e-06, 258.481
37480, 7.05253e+11, 1.05094e+17, 2.81934e+16, 1.25708e+15, 6.46586e-06, 258.493
37485, 7.04758e+11, 1.0502e+17, 2.81737e+16, 1.25619e+15, 6.46132e-06, 258.506
37490, 7.04264e+11, 1.04946e+17, 2.81539e+16, 1.25531e+15, 6.45678e-06, 258.519
37495, 7.03769e+11, 1.04872e+17, 2.81341e+16, 1.25443e+15, 6.45225e-06, 258.531
37500, 7.03276e+11, 1.04799e+17, 2.81144e+16, 1.25355e+15, 6.44773e-06, 258.544
37505, 7.02782e+11, 1.04725e+17, 2.80947e+16, 1.25267e+15, 6.4432e-06, 258.557
37510, 7.02289e+11, 1.04652e+17, 2.80749e+16, 1.25179e+15, 6.43868e-06, 258.569
37515, 7.01796e+11, 1.04578e+17, 2.80552e+16, 1.25091e+15, 6.43416e-06, 258.582
37520, 7.01304e+11, 1.04505e+17, 2.80356e+16, 1.25004e+15, 6.42965e-06, 258.595
37525, 7.00812e+11, 1.04432e+17, 2.80159e+16, 1.24916e+15, 6.42514e-06, 258.607
37530, 7.0032e+11, 1.04358e+17, 2.79962e+16, 1.24828e+15, 6.42063e-06, 258.62
37535, 6.99829e+11, 1.04285e+17, 2.79766e+16, 1.24741e+15, 6.41613e-06, 258.632
37540, 6.99338e+11, 1.04212e+17, 2.7957e+16, 1.24653e+15, 6.41163e-06, 258.645
37545, 6.98848e+11, 1.04139e+17, 2.79374e+16, 1.24566e+15, 6.40713e-06, 258.658
37550, 6.98358e+11, 1.04066e+17, 2.79178e+16, 1.24479e+15, 6.40264e-06, 258.67
37555, 6.97868e+11, 1.03993e+17, 2.78982e+16, 1.24391e+15, 6.39815e-06, 258.683
37560, 6.97379e+11, 1.0392e+17, 2.78787e+16, 1.24304e+15, 6.39367e-06, 258.696
37565, 6.9689e+11, 1.03847e+17, 2.78591e+16, 1.24217e+15, 6.38918e-06, 258.708
37570, 6.96402e+11, 1.03774e+17, 2.78396e+16, 1.2413e+15, 6.3847e-06, 258.721
37575, 6.95913e+11, 1.03702e+17, 2.78201e+16, 1.24043e+15, 6.38023e-06, 258.733
37580, 6.95426e+11, 1.03629e+17, 2.78006e+16, 1.23956e+15, 6.37576e-06, 258.746
37585, 6.94938e+11, 1.03556e+17, 2.77811e+16, 1.23869e+15, 6.37129e-06, 258.758
37590, 6.94451e+11, 1.03484e+17, 2.77616e+16, 1.23782e+15, 6.36682e-06, 258.771
37595, 6.93965e+11, 1.03411e+17, 2.77422e+16, 1.23696e+15, 6.36236e-06, 258.784
37600, 6.93478e+11, 1.03339e+17, 2.77227e+16, 1.23609e+15, 6.3579e-06, 258.796
37605, 6.92993e+11, 1.03267e+17, 2.77033e+16, 1.23522e+15, 6.35345e-06, 258.809
37610, 6.92507e+11, 1.03194e+17, 2.76839e+16, 1.23436e+15, 6.349e-06, 258.821
37615, 6.92022e+11, 1.03122e+17, 2.76645e+16, 1.23349e+15, 6.34455e-06, 258.834
37620, 6.91537e+11, 1.0305e+17, 2.76451e+16, 1.23263e+15, 6.34011e-06, 258.846
37625, 6.91053e+11, 1.02977e+17, 2.76258e+16, 1.23176e+15, 6.33567e-06, 258.859
37630, 6.90569e+11, 1.02905e+17, 2.76064e+16, 1.2309e+15, 6.33123e-06, 258.871
37635, 6.90085e+11, 1.02833e+17, 2.75871e+16, 1.23004e+15, 6.3268e-06, 258.884
37640, 6.89602e+11, 1.02761e+17, 2.75678e+16, 1.22918e+15, 6.32237e-06, 258.896
37645, 6.89119e+11, 1.02689e+17, 2.75485e+16, 1.22832e+15, 6.31794e-06, 258.909
37650, 6.88637e+11, 1.02617e+17, 2.75292e+16, 1.22746e+15, 6.31352e-06, 258.921
37655, 6.88155e+11, 1.02546e+17, 2.75099e+16, 1.2266e+15, 6.3091e-06, 258.934
37660, 6.87673e+11, 1.02474e+17, 2.74906e+16, 1.22574e+15, 6.30468e-06, 258.946
37665, 6.87192e+11, 1.02402e+17, 2.74714e+16, 1.22488e+15, 6.30027e-06, 258.959
37670, 6.86711e+11, 1.0233e+17, 2.74522e+16, 1.22402e+15, 6.29586e-06, 258.971
37675, 6.8623e+11, 1.02259e+17, 2.7433e+16, 1.22317e+15, 6.29145e-06, 258.984
37680, 6.8575e+11, 1.02187e+17, 2.74138e+16, 1.22231e+15, 6.28705e-06, 258.996
37685, 6.8527e+11, 1.02116e+17, 2.73946e+16, 1.22146e+15, 6.28265e-06, 259.009
37690, 6.8479e+11, 1.02044e+17, 2.73754e+16, 1.2206e+15, 6.27825e-06, 259.021
37695, 6.84311e+11, 1.01973e+17, 2.73563e+16, 1.21975e+15, 6.27386e-06, 259.034
37700, 6.83833e+11, 1.01902e+17, 2.73371e+16, 1.21889e+15, 6.26947e-06, 259.046
37705, 6.83354e+11, 1.0183e+17, 2.7318e+16, 1.21804e+15, 6.26508e-06, 259.059
37710, 6.82876e+11, 1.01759e+17, 2.72989e+16, 1.21719e+15, 6.2607e-06, 259.071
37715, 6.82399e+11, 1.01688e+17, 2.72798e+16, 1.21634e+15, 6.25632e-06, 259.083
37720, 6.81921e+11, 1.01617e+17, 2.72607e+16, 1.21549e+15, 6.25195e-06, 259.096
37725, 6.81444e+11, 1.01546e+17, 2.72416e+16, 1.21464e+15, 6.24757e-06, 259.108
37730, 6.80968e+11, 1.01475e+17, 2.72226e+16, 1.21379e+15, 6.24321e-06, 259.121
37735, 6.80492e+11, 1.01404e+17, 2.72036e+16, 1.21294e+15, 6.23884e-06, 259.133
37740, 6.80016e+11, 1.01333e+17, 2.71845e+16, 1.21209e+15, 6.23448e-06, 259.146
37745, 6.79541e+11, 1.01262e+17, 2.71655e+16, 1.21124e+15, 6.23012e-06, 259.158
37750, 6.79065e+11, 1.01191e+17, 2.71465e+16, 1.2104e+15, 6.22576e-06, 259.17
37755, 6.78591e+11, 1.0112e+17, 2.71276e+16, 1.20955e+15, 6.22141e-06, 259.183
37760, 6.78116e+11, 1.0105e+17, 2.71086e+16, 1.20871e+15, 6.21706e-06, 259.195
37765, 6.77643e+11, 1.00979e+17, 2.70897e+16, 1.20786e+15, 6.21272e-06, 259.208
37770, 6.77169e+11, 1.00909e+17, 2.70707e+16, 1.20702e+15, 6.20838e-06, 259.22
37775, 6.76696e+11, 1.00838e+17, 2.70518e+16, 1.20617e+15, 6.20404e-06, 259.232
37780, 6.76223e+11, 1.00768e+17, 2.70329e+16, 1.20533e+15, 6.1997e-06, 259.245
37785, 6.7575e+11, 1.00697e+17, 2.7014e+16, 1.20449e+15, 6.19537e-06, 259.257
37790, 6.75278e+11, 1.00627e+17, 2.69952e+16, 1.20365e+15, 6.19104e-06, 259.27
37795, 6.74807e+11, 1.00557e+17, 2.69763e+16, 1.20281e+15, 6.18672e-06, 259.282
37800, 6.74335e+11, 1.00486e+17, 2.69575e+16, 1.20197e+15, 6.1824e-06, 259.294
37805, 6.73864e+11, 1.00416e+17, 2.69386e+16, 1.20113e+15, 6.17808e-06, 259.307
37810, 6.73394e+11, 1.00346e+17, 2.69198e+16, 1.20029e+15, 6.17376e-06, 259.319
37815, 6.72923e+11, 1.00276e+17, 2.6901e+16, 1.19945e+15, 6.16945e-06, 259.331
37820, 6.72453e+11, 1.00206e+17, 2.68822e+16, 1.19861e+15, 6.16514e-06, 259.344
37825, 6.71984e+11, 1.00136e+17, 2.68635e+16, 1.19778e+15, 6.16084e-06, 259.356
37830, 6.71515e+11, 1.00066e+17, 2.68447e+16, 1.19694e+15, 6.15654e-06, 259.368
37835, 6.71046e+11, 9.99961e+16, 2.6826e+16, 1.1961e+15, 6.15224e-06, 259.381
37840, 6.70577e+11, 9.99263e+16, 2.68072e+16, 1.19527e+15, 6.14794e-06, 259.393
37845, 6.70109e+11, 9.98565e+16, 2.67885e+16, 1.19443e+15, 6.14365e-06, 259.405
37850, 6.69641e+11, 9.97868e+16, 2.67698e+16, 1.1936e+15, 6.13936e-06, 259.418
37855, 6.69174e+11, 9.97172e+16, 2.67511e+16, 1.19277e+15, 6.13508e-06, 259.43
37860, 6.68707e+11, 9.96476e+16, 2.67325e+16, 1.19193e+15, 6.1308e-06, 259.442
37865, 6.6824e+11, 9.95781e+16, 2.67138e+16, 1.1911e+15, 6.12652e-06, 259.454
37870, 6.67774e+11, 9.95086e+16, 2.66952e+16, 1.19027e+15, 6.12224e-06, 259.467
37875, 6.67308e+11, 9.94391e+16, 2.66765e+16, 1.18944e+15, 6.11797e-06, 259.479
37880, 6.66843e+11, 9.93698e+16, 2.66579e+16, 1.18861e+15, 6.1137e-06, 259.491
37885, 6.66377e+11, 9.93004e+16, 2.66393e+16, 1.18778e+15, 6.10944e-06, 259.504
37890, 6.65913e+11, 9.92312e+16, 2.66207e+16, 1.18695e+15, 6.10518e-06, 259.516
37895, 6.65448e+11, 9.91619e+16, 2.66022e+16, 1.18613e+15, 6.10092e-06, 259.528
37900, 6.64984e+11, 9.90928e+16, 2.65836e+16, 1.1853e+15, 6.09666e-06, 259.54
37905, 6.6452e+11, 9.90237e+16, 2.65651e+16, 1.18447e+15, 6.09241e-06, 259.553
37910, 6.64057e+11, 9.89546e+16, 2.65466e+16, 1.18365e+15, 6.08816e-06, 259.565
37915, 6.63594e+11, 9.88856e+16, 2.6528e+16, 1.18282e+15, 6.08392e-06, 259.577
37920, 6.63131e+11, 9.88167e+16, 2.65095e+16, 1.182e+15, 6.07967e-06, 259.589
37925, 6.62669e+11, 9.87478e+16, 2.64911e+16, 1.18117e+15, 6.07544e-06, 259.602
37930, 6.62207e+11, 9.86789e+16, 2.64726e+16, 1.18035e+15, 6.0712e-06, 259.614
37935, 6.61745e+11, 9.86101e+16, 2.64541e+16, 1.17953e+15, 6.06697e-06, 259.626
37940, 6.61284e+11, 9.85414e+16, 2.64357e+16, 1.1787e+15, 6.06274e-06, 259.638
37945, 6.60823e+11, 9.84727e+16, 2.64173e+16, 1.17788e+15, 6.05851e-06, 259.651
37950, 6.60362e+11, 9.84041e+16, 2.63989e+16, 1.17706e+15, 6.05429e-06, 259.663
37955, 6.59902e+11, 9.83355e+16, 2.63805e+16, 1.17624e+15, 6.05007e-06, 259.675
37960, 6.59442e+11, 9.8267e+16, 2.63621e+16, 1.17542e+15, 6.04586e-06, 259.687
37965, 6.58983e+11, 9.81985e+16, 2.63437e+16, 1.1746e+15, 6.04164e-06, 259.699
37970, 6.58524e+11, 9.81301e+16, 2.63254e+16, 1.17378e+15, 6.03743e-06, 259.712
37975, 6.58065e+11, 9.80617e+16, 2.6307e+16, 1.17297e+15, 6.03323e-06, 259.724
37980, 6.57606e+11, 9.79934e+16, 2.62887e+16, 1.17215e+15, 6.02902e-06, 259.736
37985, 6.57148e+11, 9.79252e+16, 2.62704e+16, 1.17133e+15, 6.02482e-06, 259.748
37990, 6.56691e+11, 9.78569e+16, 2.62521e+16, 1.17052e+15, 6.02063e-06, 259.76
37995, 6.56233e+11, 9.77888e+16, 2.62338e+16, 1.1697e+15, 6.01644e-06, 259.772
38000, 6.55776e+11, 9.77207e+16, 2.62155e+16, 1.16889e+15, 6.01225e-06, 259.785
38005, 6.5532e+11, 9.76526e+16, 2.61973e+16, 1.16807e+15, 6.00806e-06, 259.797
38010, 6.54863e+11, 9.75846e+16, 2.6179e+16, 1.16726e+15, 6.00387e-06, 259.809
38015, 6.54407e+11, 9.75167e+16, 2.61608e+16, 1.16645e+15, 5.99969e-06, 259.821
38020, 6.53952e+11, 9.74488e+16, 2.61426e+16, 1.16563e+15, 5.99552e-06, 259.833
38025, 6.53496e+11, 9.7381e+16, 2.61244e+16, 1.16482e+15, 5.99134e-06, 259.845
38030, 6.53042e+11, 9.73132e+16, 2.61062e+16, 1.16401e+15, 5.98717e-06, 259.857
38035, 6.52587e+11, 9.72454e+16, 2.6088e+16, 1.1632e+15, 5.98301e-06, 259.87
38040, 6.52133e+11, 9.71778e+16, 2.60699e+16, 1.16239e+15, 5.97884e-06, 259.882
38045, 6.51679e+11, 9.71101e+16, 2.60517e+16, 1.16158e+15, 5.97468e-06, 259.894
38050, 6.51225e+11, 9.70426e+16, 2.60336e+16, 1.16077e+15, 5.97052e-06, 259.906
38055, 6.50772e+11, 9.6975e+16, 2.60155e+16, 1.15997e+15, 5.96637e-06, 259.918
38060, 6.50319e+11, 9.69076e+16, 2.59974e+16, 1.15916e+15, 5.96222e-06, 259.93
38065, 6.49867e+11, 9.68401e+16, 2.59793e+16, 1.15835e+15, 5.95807e-06, 259.942
38070, 6.49415e+11, 9.67728e+16, 2.59612e+16, 1.15755e+15, 5.95392e-06, 259.954
38075, 6.48963e+11, 9.67054e+16, 2.59432e+16, 1.15674e+15, 5.94978e-06, 259.966
38080, 6.48512e+11, 9.66382e+16, 2.59251e+16, 1.15594e+15, 5.94564e-06, 259.979
38085, 6.48061e+11, 9.6571e+16, 2.59071e+16, 1.15513e+15, 5.94151e-06, 259.991
38090, 6.4761e+11, 9.65038e+16, 2.58891e+16, 1.15433e+15, 5.93738e-06, 260.003
38095, 6.4716e+11, 9.64367e+16, 2.58711e+16, 1.15353e+15, 5.93325e-06, 260.015
38100, 6.4671e+11, 9.63696e+16, 2.58531e+16, 1.15273e+15, 5.92912e-06, 260.027
38105, 6.4626e+11, 9.63026e+16, 2.58351e+16, 1.15192e+15, 5.925e-06, 260.039
38110, 6.45811e+11, 9.62357e+16, 2.58171e+16, 1.15112e+15, 5.92088e-06, 260.051
38115, 6.45362e+11, 9.61688e+16, 2.57992e+16, 1.15032e+15, 5.91676e-06, 260.063
38120, 6.44913e+11, 9.61019e+16, 2.57813e+16, 1.14952e+15, 5.91265e-06, 260.075
38125, 6.44465e+11, 9.60351e+16, 2.57633e+16, 1.14872e+15, 5.90854e-06, 260.087
38130, 6.44017e+11, 9.59684e+16, 2.57454e+16, 1.14793e+15, 5.90443e-06, 260.099
38135, 6.43569e+11, 9.59017e+16, 2.57275e+16, 1.14713e+15, 5.90033e-06, 260.111
38140, 6.43122e+11, 9.5835e+16, 2.57097e+16, 1.14633e+15, 5.89623e-06, 260.123
38145, 6.42675e+11, 9.57684e+16, 2.56918e+16, 1.14553e+15, 5.89213e-06, 260.135
38150, 6.42228e+11, 9.57019e+16, 2.56739e+16, 1.14474e+15, 5.88804e-06, 260.147
38155, 6.41782e+11, 9.56354e+16, 2.56561e+16, 1.14394e+15, 5.88395e-06, 260.159
38160, 6.41336e+11, 9.55689e+16, 2.56383e+16, 1.14315e+15, 5.87986e-06, 260.171
38165, 6.40891e+11, 9.55025e+16, 2.56205e+16, 1.14235e+15, 5.87577e-06, 260.183
38170, 6.40446e+11, 9.54362e+16, 2.56027e+16, 1.14156e+15, 5.87169e-06, 260.195
38175, 6.40001e+11, 9.53699e+16, 2.55849e+16, 1.14077e+15, 5.86761e-06, 260.207
38180, 6.39556e+11, 9.53037e+16, 2.55671e+16, 1.13998e+15, 5.86354e-06, 260.219
38185, 6.39112e+11, 9.52375e+16, 2.55494e+16, 1.13918e+15, 5.85947e-06, 260.231
38190, 6.38668e+11, 9.51714e+16, 2.55316e+16, 1.13839e+15, 5.8554e-06, 260.243
38195, 6.38225e+11, 9.51053e+16, 2.55139e+16, 1.1376e+15, 5.85133e-06, 260.255
38200, 6.37782e+11, 9.50392e+16, 2.54962e+16, 1.13681e+15, 5.84727e-06, 260.267
38205, 6.37339e+11, 9.49733e+16, 2.54785e+16, 1.13602e+15, 5.84321e-06, 260.279
38210, 6.36897e+11, 9.49073e+16, 2.54608e+16, 1.13523e+15, 5.83915e-06, 260.291
38215, 6.36454e+11, 9.48414e+16, 2.54431e+16, 1.13445e+15, 5.8351e-06, 260.303
38220, 6.36013e+11, 9.47756e+16, 2.54255e+16, 1.13366e+15, 5.83105e-06, 260.315
38225, 6.35571e+11, 9.47098e+16, 2.54078e+16, 1.13287e+15, 5.827e-06, 260.327
38230, 6.3513e+11, 9.46441e+16, 2.53902e+16, 1.13209e+15, 5.82296e-06, 260.339
38235, 6.34689e+11, 9.45784e+16, 2.53726e+16, 1.1313e+15, 5.81892e-06, 260.351
38240, 6.34249e+11, 9.45128e+16, 2.53549e+16, 1.13051e+15, 5.81488e-06, 260.363
38245, 6.33809e+11, 9.44472e+16, 2.53374e+16, 1.12973e+15, 5.81085e-06, 260.374
38250, 6.33369e+11, 9.43817e+16, 2.53198e+16, 1.12895e+15, 5.80681e-06, 260.386
38255, 6.3293e+11, 9.43162e+16, 2.53022e+16, 1.12816e+15, 5.80279e-06, 260.398
38260, 6.32491e+11, 9.42508e+16, 2.52847e+16, 1.12738e+15, 5.79876e-06, 260.41
38265, 6.32052e+11, 9.41854e+16, 2.52671e+16, 1.1266e+15, 5.79474e-06, 260.422
38270, 6.31614e+11, 9.41201e+16, 2.52496e+16, 1.12582e+15, 5.79072e-06, 260.434
38275, 6.31175e+11, 9.40548e+16, 2.52321e+16, 1.12504e+15, 5.7867e-06, 260.446
38280, 6.30738e+11, 9.39896e+16, 2.52146e+16, 1.12426e+15, 5.78269e-06, 260.458
38285, 6.303e+11, 9.39244e+16, 2.51971e+16, 1.12348e+15, 5.77868e-06, 260.47
38290, 6.29863e+11, 9.38593e+16, 2.51796e+16, 1.1227e+15, 5.77467e-06, 260.482
38295, 6.29427e+11, 9.37942e+16, 2.51622e+16, 1.12192e+15, 5.77067e-06, 260.493
38300, 6.2899e+11, 9.37292e+16, 2.51447e+16, 1.12114e+15, 5.76667e-06, 260.505
38305, 6.28554e+11, 9.36642e+16, 2.51273e+16, 1.12036e+15, 5.76267e-06, 260.517
38310, 6.28119e+11, 9.35993e+16, 2.51099e+16, 1.11959e+15, 5.75868e-06, 260.529
38315, 6.27683e+11, 9.35344e+16, 2.50925e+16, 1.11881e+15, 5.75468e-06, 260.541
38320, 6.27248e+11, 9.34696e+16, 2.50751e+16, 1.11804e+15, 5.7507e-06, 260.553
38325, 6.26813e+11, 9.34048e+16, 2.50577e+16, 1.11726e+15, 5.74671e-06, 260.564
38330, 6.26379e+11, 9.33401e+16, 2.50403e+16, 1.11649e+15, 5.74273e-06, 260.576
38335, 6.25945e+11, 9.32754e+16, 2.5023e+16, 1.11571e+15, 5.73875e-06, 260.588
38340, 6.25511e+11, 9.32108e+16, 2.50057e+16, 1.11494e+15, 5.73477e-06, 260.6
38345, 6.25078e+11, 9.31462e+16, 2.49883e+16, 1.11417e+15, 5.7308e-06, 260.612
38350, 6.24645e+11, 9.30817e+16, 2.4971e+16, 1.1134e+15, 5.72683e-06, 260.624
38355, 6.24212e+11, 9.30172e+16, 2.49537e+16, 1.11263e+15, 5.72286e-06, 260.635
38360, 6.2378e+11, 9.29528e+16, 2.49364e+16, 1.11185e+15, 5.7189e-06, 260.647
38365, 6.23348e+11, 9.28884e+16, 2.49192e+16, 1.11108e+15, 5.71494e-06, 260.659
38370, 6.22916e+11, 9.2824e+16, 2.49019e+16, 1.11031e+15, 5.71098e-06, 260.671
38375, 6.22485e+11, 9.27598e+16, 2.48847e+16, 1.10955e+15, 5.70703e-06, 260.683
38380, 6.22054e+11, 9.26955e+16, 2.48674e+16, 1.10878e+15, 5.70307e-06, 260.694
38385, 6.21623e+11, 9.26313e+16, 2.48502e+16, 1.10801e+15, 5.69912e-06, 260.706
38390, 6.21193e+11, 9.25672e+16, 2.4833e+16, 1.10724e+15, 5.69518e-06, 260.718
38395, 6.20763e+11, 9.25031e+16, 2.48158e+16, 1.10648e+15, 5.69124e-06, 260.73
38400, 6.20333e+11, 9.24391e+16, 2.47986e+16, 1.10571e+15, 5.6873e-06, 260.741
38405, 6.19904e+11, 9.23751e+16, 2.47815e+16, 1.10494e+15, 5.68336e-06, 260.753
38410, 6.19474e+11, 9.23112e+16, 2.47643e+16, 1.10418e+15, 5.67943e-06, 260.765
38415, 6.19046e+11, 9.22473e+16, 2.47472e+16, 1.10342e+15, 5.6755e-06, 260.777
38420, 6.18617e+11, 9.21834e+16, 2.47301e+16, 1.10265e+15, 5.67157e-06, 260.788
38425, 6.18189e+11, 9.21197e+16, 2.47129e+16, 1.10189e+15, 5.66764e-06, 260.8
38430, 6.17761e+11, 9.20559e+16, 2.46958e+16, 1.10113e+15, 5.66372e-06, 260.812
38435, 6.17334e+11, 9.19922e+16, 2.46788e+16, 1.10037e+15, 5.6598e-06, 260.824
38440, 6.16907e+11, 9.19286e+16, 2.46617e+16, 1.0996e+15, 5.65589e-06, 260.835
38445, 6.1648e+11, 9.1865e+16, 2.46446e+16, 1.09884e+15, 5.65197e-06, 260.847
38450, 6.16054e+11, 9.18014e+16, 2.46276e+16, 1.09808e+15, 5.64806e-06, 260.859
38455, 6.15628e+11, 9.17379e+16, 2.46105e+16, 1.09732e+15, 5.64416e-06, 260.87
38460, 6.15202e+11, 9.16745e+16, 2.45935e+16, 1.09656e+15, 5.64025e-06, 260.882
38465, 6.14776e+11, 9.16111e+16, 2.45765e+16, 1.09581e+15, 5.63635e-06, 260.894
38470, 6.14351e+11, 9.15477e+16, 2.45595e+16, 1.09505e+15, 5.63246e-06, 260.906
38475, 6.13926e+11, 9.14844e+16, 2.45425e+16, 1.09429e+15, 5.62856e-06, 260.917
38480, 6.13502e+11, 9.14212e+16, 2.45256e+16, 1.09353e+15, 5.62467e-06, 260.929
38485, 6.13078e+11, 9.1358e+16, 2.45086e+16, 1.09278e+15, 5.62078e-06, 260.941
38490, 6.12654e+11, 9.12948e+16, 2.44917e+16, 1.09202e+15, 5.6169e-06, 260.952
38495, 6.12231e+11, 9.12317e+16, 2.44747e+16, 1.09127e+15, 5.61301e-06, 260.964
38500, 6.11807e+11, 9.11687e+16, 2.44578e+16, 1.09051e+15, 5.60913e-06, 260.976
38505, 6.11384e+11, 9.11056e+16, 2.44409e+16, 1.08976e+15, 5.60526e-06, 260.987
38510, 6.10962e+11, 9.10427e+16, 2.4424e+16, 1.08901e+15, 5.60138e-06, 260.999
38515, 6.1054e+11, 9.09798e+16, 2.44071e+16, 1.08825e+15, 5.59751e-06, 261.011
38520, 6.10118e+11, 9.09169e+16, 2.43903e+16, 1.0875e+15, 5.59364e-06, 261.022
38525, 6.09696e+11, 9.08541e+16, 2.43734e+16, 1.08675e+15, 5.58978e-06, 261.034
38530, 6.09275e+11, 9.07913e+16, 2.43566e+16, 1.086e+15, 5.58592e-06, 261.045
38535, 6.08854e+11, 9.07286e+16, 2.43398e+16, 1.08525e+15, 5.58206e-06, 261.057
38540, 6.08434e+11, 9.06659e+16, 2.43229e+16, 1.0845e+15, 5.5782e-06, 261.069
38545, 6.08013e+11, 9.06033e+16, 2.43061e+16, 1.08375e+15, 5.57435e-06, 261.08
38550, 6.07593e+11, 9.05407e+16, 2.42894e+16, 1.083e+15, 5.5705e-06, 261.092
38555, 6.07174e+11, 9.04782e+16, 2.42726e+16, 1.08225e+15, 5.56665e-06, 261.104
38560, 6.06754e+11, 9.04157e+16, 2.42558e+16, 1.08151e+15, 5.56281e-06, 261.115
38565, 6.06335e+11, 9.03532e+16, 2.42391e+16, 1.08076e+15, 5.55896e-06, 261.127
38570, 6.05917e+11, 9.02909e+16, 2.42223e+16, 1.08001e+15, 5.55513e-06, 261.138
